Sr No.,Benchmark,Kernel Name,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sim,comp_lat_sim,avg_comp_lat,glob_inst_kernel,glob_inst_sim,glob_lat_sim,avg_glob_lat,shar_inst_kernel,shar_inst_sim,shar_lat_sim,avg_shar_lat,misc_inst_kernel,misc_inst_sim,misc_lat_sim,avg_misc_lat,total_inst,branch,glob_load_sim,glob_store_sim,inst_issue_cycles,sm_active,waves,occupancy,wtotal,Global_Throughput,cache_penalty,sh_penalty,sh_throughput,n_warps,glb_penalty,Power
729,SqueezeNet,Executefire6expand3x3,27,27,729,30,0,64,64,598,9.34375,3,3,721.84836,240.61612,0,0,0,0,1,226,2260,10,293,8,2,1,3,27,3,0.25,1,3103.429,1.6059,0,0,0.8438,2.0911,62.5955
727,SqueezeNet,Executefire6squeeze1x1,27,27,729,31,0,34,221218,1991017,9.000248624,20,196625,4.73E+07,2.41E+02,0,0,0,0,1,114,1140,10,417957,2,196624,1,4649,27,3,0.25,1,79418.352,105254.5911,0,0,0.8438,5355.679,76.99419
731,SqueezeNet,Executefire7expand1x1,27,27,729,32,0,42,202794,1825201,9.000271211,25,221209,5.32E+07,2.41E+02,0,0,0,0,1,137,1370,10,424140,2,221208,1,4718,27,3,0.25,1,79418.352,118414.5599,0,0,0.8438,6025.2989,66.63309
730,SqueezeNet,Executefire7squeeze1x1,27,27,729,31,0,39,405543,3649942,9.000135621,28,442393,1.06E+08,2.41E+02,0,0,0,0,1,128,1280,10,848064,2,442392,1,9434,27,3,0.25,1,79418.352,236815.7372,0,0,0.8438,12049.9168,77.54805
733,SqueezeNet,Executefire8expand1x1,27,27,729,38,0,37,294949,2654596,9.000186473,17,262161,6.31E+07,2.41E+02,0,0,0,0,1,123,1230,10,557233,2,262160,1,6198,27,3,0.25,1,79418.352,140336.4214,0,0,0.8438,7140.751,67.80811
734,SqueezeNet,Executefire8expand3x3,27,27,729,30,0,64,64,598,9.34375,3,3,721.84836,240.61612,0,0,0,0,1,226,2260,10,293,8,2,1,3,27,3,0.25,1,3103.429,1.6059,0,0,0.8438,2.0911,62.57754
732,SqueezeNet,Executefire8squeeze1x1,27,27,729,31,0,42,540714,4866481,9.000101717,29,589850,1.42E+08,2.41E+02,0,0,0,0,1,137,1370,10,1130701,2,589849,1,12578,27,3,0.25,1,79418.352,315750.3906,0,0,0.8438,16066.356,77.70664
737,SqueezeNet,Executefire9expand1x1,13,13,169,38,0,37,294949,2654596,9.000186473,17,262161,5.89E+07,2.25E+02,0,0,0,0,1,123,1230,10,557233,2,262160,1,1437,13,1,0.25,1,79418.352,30392.1349,0,0,0.4063,3570.3755,63.1364
738,SqueezeNet,Executefire9expand3x3,13,13,169,30,0,64,64,598,9.34375,3,3,674.33796,224.77932,0,0,0,0,1,226,2260,10,293,8,2,1,1,13,1,0.25,1,3103.429,0.3478,0,0,0.4063,1.0456,58.77774
736,SqueezeNet,Executefire9squeeze1x1,13,13,169,31,0,34,589858,5308777,9.000093243,20,524305,1.18E+08,2.25E+02,0,0,0,0,1,114,1140,10,1114277,2,524304,1,2873,13,1,0.25,1,79418.352,60782.2989,0,0,0.4063,7140.5195,62.14915
739,SqueezeNet,ExecuteTenthLayer,15,15,225,31,0,43,9216043,8.29E+07,9.00E+00,20,8192017,1.85E+09,2.26E+02,0,0,0,0,1,149,1490,10,17408209,4,8192016,1,59766,15,2,0.25,1,79418.352,1273294.517,0,0,0.4688,111567.2305,61.94154
745,SqueezeNet,global_pooling,1,250,250,20,0,30,5070,46079,9.088560158,19,3857,875808.99,227.07,0,0,0,0,1,96,960,10,9023,1,3856,1,34,250,1,1,1,45891.4614,668.1892,0,0,0.0313,90.9043,56.76207
744,SqueezeNet,global_pooling,1,500,500,20,0,30,5070,46079,9.088560158,19,3857,903077.98,234.14,0,0,0,0,1,96,960,10,9023,1,3856,1,69,500,1,1,1,45891.4614,1377.9876,0,0,0.0313,181.8086,57.11673
743,SqueezeNet,global_pooling,1,750,750,20,0,30,5070,46079,9.088560158,19,3857,930346.97,241.21,0,0,0,0,1,96,960,10,9023,1,3856,1,103,750,1,1,1,45891.4614,2129.3952,0,0,0.0313,181.8086,60.26094
740,SqueezeNet,global_pooling,1,1000,1000,20,0,30,5070,46079,9.088560158,19,3857,957615.96,248.28,0,0,0,0,1,96,960,10,9023,1,3856,1,138,1000,1,1,1,45891.4614,2922.412,0,0,0.0313,272.7129,62.42965
746,SqueezeNet,global_pooling,5,250,1250,20,0,30,5070,46079,9.088560158,19,3857,984884.95,255.35,0,0,0,0,1,96,960,10,9023,1,3856,1,172,250,1,1,1,45891.4614,3757.0379,0,0,0.1563,363.6172,65.61805
747,SqueezeNet,global_pooling,5,500,2500,20,0,30,5070,46079,9.088560158,19,3857,1121229.9,290.7,0,0,0,0,1,96,960,10,9023,1,3856,1,344,500,1,1,1,45891.4614,8554.3053,0,0,0.1563,636.3301,66.16096
741,SqueezeNet,global_pooling,5,1000,5000,20,0,30,5070,46079,9.088560158,19,3857,1062989.2,275.6,0,0,0,0,1,96,960,10,9023,1,3856,1,688,1000,1,1,1,45891.4614,16219.928,0,0,0.1563,1181.7559,71.43465
742,SqueezeNet,global_pooling,10,1000,10000,20,0,30,5070,46079,9.088560158,19,3857,1155171.5,299.5,0,0,0,0,1,96,960,10,9023,1,3856,1,1377,1000,1,1,1,45891.4614,35253.0365,0,0,0.3125,2272.6075,82.4566
750,SqueezeNet,global_pooling,225,1000,225000,20,0,30,45630,414711,9.088560158,19,34713,1.20E+07,3.46E+02,0,0,0,0,1,864,8640,10,81207,9,34704,9,278802,1000,18,1,8,79372.0671,1029627.665,0,0,7.0313,255910.6743,87.70437
713,SqueezeNet,pooling1,111,111,12321,24,0,52,,,#DIV/0!,4,,,#DIV/0!,0,,0,0,1,,0,#DIV/0!,0,,,,0,111,9,1,1,3054.552,#DIV/0!,0,0,3.4688,0,94.82763
723,SqueezeNet,pooling4,55,55,3025,24,0,52,16180,145666,9.002843016,4,2306,704591.382,305.547,0,0,0,0,1,4799,47990,10,23285,8,2305,1,1075,55,5,0.5,1,32736.1844,6504.4828,0,0,1.7188,609.5199,71.75648
735,SqueezeNet,pooling8,27,27,729,24,0,53,36917,332292,9.001056424,4,4610,1109240.313,240.61612,0,0,0,0,1,9410,94100,10,50937,8,4609,1,567,27,3,0.25,1,50868.7624,2467.7618,0,0,0.8438,196.0408,61.66279
158,Srad,Srad1,64,256,16384,19,6144,165,161,3476,21.59006211,22,14,4620,330,0,20,720,36,60,608,6080,10,803,33,9,5,201,256,5,1,2,3282.3773,115.5,7946.7299,227.821,2,184.5297,56.3509
157,Srad,srad2,64,256,16384,17,5120,95,93,1148,12.34408602,19,25,8250,330,5,25,900,36,21,327,3270,10,470,9,10,1,118,256,5,1,2,3460.906,206.25,7947.0047,284.7664,2,312.5193,56.0484
159,Stereo,Stereo,1340,256,343040,24,4608,141,1833,18369,10.0212766,6,13,4750,365.3846154,68,884,31824,36,22,6188,61880,10,8918,91,0,13,46680,256,104,1,11,3266.1267,452.0597,167380.6669,10009.7681,41.875,3551.6565,103.8528
950,Sum,sum,32,64,2048,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,0,64,3,0.5,1,3054.552,0,0,0,1,0,51.30938
949,Sum,sum,64,32,2048,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,0,32,5,0.25,1,3054.552,0,0,0,2,0,51.45602
962,Sum,sum,128,32,4096,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,0,32,10,0.25,1,3054.552,0,0,0,4,0,51.94648
958,Sum,sum,128,64,8192,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,0,64,10,0.5,1,3054.552,0,0,0,4,0,51.80298
957,Sum,sum,256,32,8192,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,0,32,20,0.25,1,3054.552,0,0,0,8,0,52.06127
497,SUM,sum,100,128,12800,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,0,128,8,1,1,3054.552,0,0,0,3.125,0,51.53124
946,Sum,sum,64,256,16384,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,1,256,5,1,2,3054.552,0,0,0,2,0,51.68891
953,Sum,sum,256,64,16384,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,1,64,20,0.5,2,3054.552,0,0,0,8,0,52.18151
498,SUM,sum,100,256,25600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,1,256,8,1,2,3054.552,0,0,0,3.125,0,50.64708
496,SUM,sum,200,128,25600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,1,128,16,1,2,3054.552,0,0,0,6.25,0,52.19188
951,Sum,sum,32,1024,32768,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,1,1024,3,1,2,3054.552,0,0,0,1,0,52.10961
959,Sum,sum,128,256,32768,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,1,256,10,1,2,3054.552,0,0,0,4,0,52.2556
966,Sum,sum,1024,32,32768,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,1,32,79,0.25,2,3054.552,0,0,0,32,0,54.83564
499,SUM,sum,100,512,51200,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,2,512,8,1,3,3054.552,0,0,0,3.125,0,52.03025
495,SUM,sum,200,256,51200,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,2,256,16,1,3,3054.552,0,0,0,6.25,0,52.54325
947,Sum,sum,64,1024,65536,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,2,1024,5,1,3,3054.552,0,0,0,2,0,53.0709
501,SUM,sum,256,256,65536,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,2,256,20,1,3,3054.552,0,0,0,8,0,54.91257
963,Sum,sum,1024,64,65536,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,2,64,79,0.5,3,3054.552,0,0,0,32,0,55.49526
500,SUM,sum,100,1024,102400,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,3,1024,8,1,4,3054.552,0,0,0,3.125,0,53.49162
494,SUM,sum,200,512,102400,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,3,512,16,1,4,3054.552,0,0,0,6.25,0,53.2618
960,Sum,sum,128,1024,131072,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,4,1024,10,1,5,3054.552,0,0,0,4,0,53.97793
160,sum,sum,200,1024,204800,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,6,1024,16,1,7,3054.552,0,0,0,6.25,0,56.1768
955,Sum,sum,256,1024,262144,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,8,1024,20,1,9,3054.552,0,0,0,8,0,56.63197
502,SUM,sum,512,512,262144,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,8,512,40,1,9,3054.552,0,0,0,16,0,57.06942
964,Sum,sum,1024,256,262144,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,8,256,79,1,9,3054.552,0,0,0,32,0,56.78252
503,SUM,sum,1024,1024,1048576,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,32,1024,79,1,31,3054.552,0,0,0,32,0,59.52551
504,SUM,sum,2048,1024,2097152,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,64,1024,158,1,61,3054.552,0,0,0,64,0,60.23659
505,SUM,sum,4096,1024,4194304,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,128,1024,316,1,121,3054.552,0,0,0,128,0,61.13686
506,SUM,sum,8192,1024,8388608,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,2,0,0,0,256,1024,631,1,241,3054.552,0,0,0,256,0,61.42733
180,Transpose,Tpose0_simple copy,4096,256,1048576,8,0,12,480,5120,10.66666667,5,80,38022,475.275,0,0,0,0,0,1600,16000,10,2160,0,40,40,34560,256,316,1,31,4347.2897,3924.8516,0,0,128,50177.7203,70.7643
162,Transpose,Tpose0_simple copy,16384,256,4194304,0,0,12,1896,20224,10.66666667,5,316,181415,574.0981013,0,0,0,0,0,6320,63200,10,8532,0,158,158,546048,256,1261,1,121,8034.7598,19191.0083,0,0,512,428914.4035,108.51708
170,Transpose,Tpose0_simple copy,65536,256,16777216,0,0,12,7572,80768,10.66666667,5,1262,724514,574.0998415,0,0,0,0,0,25240,252400,10,34074,0,631,631,8722944,256,5042,1,482,21085.0749,76960.8232,0,0,2048,2610833.089,111.437
177,Transpose,Tpose0_simple copy,262144,256,67108864,0,0,12,30252,322688,10.66666667,5,5042,2894612,574.0999603,0,0,0,0,0,100840,1008400,10,136134,0,2521,2521,139401216,256,20165,1,1924,53383.2652,308116.7035,0,0,8192,16479825.15,113.459
184,Transpose,Tpose1_shared memory copy,4096,256,1048576,8,1024,24,960,12200,12.70833333,6,160,76045,475.28125,1,40,1440,0,9,3760,37600,10,4920,160,40,40,78720,256,316,1,31,5618.1431,7849.8065,508661.0543,455.579,128,77654.5144,73.2104
166,Transpose,Tpose1_shared memory copy,16384,256,4194304,8,1,24,3792,48190,12.70833333,6,632,362831,574.0996835,1,158,5688,36,9,14852,148520,10,19434,632,158,158,1243776,256,1261,1,121,12690.174,38382.1223,2036304.724,1798.0696,512,543132.6937,113.097
174,Transpose,Tpose1_shared memory copy,65536,256,16777216,8,1,24,15144,192455,12.70833333,5,2524,1449028,574.0998415,0,631,22716,36,0,59314,593140,10,77613,2524,631,631,19868928,256,5042,1,482,34858.3482,153921.6465,8171879.551,7157.4707,2048,3158475.031,114.085
178,Transpose,Tpose1_shared memory copy,262144,256,67108864,8,1,24,60504,768905,12.70833333,6,10084,5789224,574.0999603,1,2521,90756,36,9,236974,2369740,10,83193,10084,2521,2521,85189632,256,20165,1,1924,70542.0815,616233.4071,33115954.4,28225.8962,8192,24942470.01,115.31
181,Transpose,Tpose2_Naive,4096,256,1048576,8,0,14,560,5840,10.42857143,6,240,114067,475.2791667,0,40,1440,36,0,1840,18400,10,2680,0,40,40,42880,256,316,1,31,6867.4827,11774.6581,508661.0543,455.579,128,95291.2874,84.938
163,Transpose,Tpose2_Naive,16384,256,4194304,8,0,14,2212,23068,10.42857143,6,948,544246,574.0991561,0,158,5688,36,0,7268,72680,10,10586,0,158,158,677504,256,1261,1,121,17041.9768,57573.1306,2036304.724,1798.0696,512,606659.2371,122.831
171,Transpose,Tpose2_Naive,65536,256,16777216,8,0,14,8831,92126,10.43211414,6,3786,2173542,574.0998415,0,631,22716,36,0,29026,290260,10,42274,0,631,631,10822144,256,5042,1,482,45379.5659,230882.4697,8171879.551,7157.4707,2048,3639277.505,123.297
185,Transpose,Tpose3_coalesced,4096,256,1048576,10,1024,25,1000,11440,11.44,6,320,152090,475.28125,1,80,2880,36,1,3280,32800,10,4680,0,40,40,74880,256,316,1,31,8095.6725,15699.6129,508801.75,910.906,128,107779.6005,77.0491
167,Transpose,Tpose3_coalesced,16384,256,4194304,10,1,25,3950,45188,11.44,6,1264,725662,574.0996835,1,316,11376,36,1,12956,129560,10,18486,0,158,158,1183104,256,1261,1,121,21109.9685,76764.2446,2038529.529,3592.2145,512,653004.1389,117.351
175,Transpose,Tpose3_coalesced,65536,256,16777216,10,1,25,15775,180466,11.44,6,5048,2898056,574.0998415,1,1262,45432,36,1,51742,517420,10,73827,0,631,631,18899712,256,5042,1,482,53416.5823,307843.2929,8207536.218,14252.7519,2048,4122286.285,118.969
186,Transpose,Tpose4_optimized,4096,256,1048576,10,1088,26,1040,11800,11.34615385,6,400,190112,475.28,1,120,4320,36,1,3360,33600,10,4920,0,40,40,78720,256,316,1,31,9303.0708,19624.4645,508942.4716,1365.9813,128,117239.2928,75.8094
168,Transpose,Tpose4_optimized,16384,256,4194304,10,1.0625,26,4108,46610,11.34615385,6,1580,907078,574.1,1,474,17064,36,1,13272,132720,10,19434,0,158,158,1243776,256,1261,1,121,24912.6586,95955.3587,2040755.952,5382.4432,512,691661.2669,116.246
176,Transpose,Tpose4_optimized,65536,256,16777216,10,1.0625,26,16406,186145,11.34615385,6,6310,3622571,574.1,1,1893,68148,36,1,53004,530040,10,77613,0,631,631,19868928,256,5042,1,482,59555.9507,384804.2224,8243296.153,21286.3839,2048,4621671.762,118.103
182,Transpose,Tpose5_coarse-grained,4096,256,1048576,10,1088,21,840,8080,9.619047619,6,640,304180,475.28125,1,200,7200,36,1,2720,27200,10,4400,0,40,40,70400,256,316,1,31,12804.0059,31399.2258,509223.9925,2275.3768,128,136293.0261,76.7434
164,Transpose,Tpose5_coarse-grained,16384,256,4194304,10,1.0625,21,3318,31916,9.619047619,6,2528,1451324,574.0996835,1,948,34128,36,1,10744,107440,10,17538,0,158,158,1122432,256,1261,1,121,34896.3719,153528.4893,2047444.935,10729.7177,512,790047.5646,117.216
172,Transpose,Tpose5_coarse-grained,65536,256,16777216,10,1.0625,21,13251,127462,9.619047619,6,10096,5796113,574.0999406,1,3786,136296,36,1,42908,429080,10,70041,0,631,631,17930496,256,5042,1,482,70564.7849,615686.6921,8351195.52,42022.7178,2048,6241029.287,117.333
183,Transpose,Tpose6_fine-grained,4096,256,1048576,10,1088,23,920,11680,12.69565217,6,560,266157,475.2803571,1,200,7200,36,1,3040,30400,10,4720,0,40,40,75520,256,316,1,31,11656.8944,27474.271,509223.9925,2275.3768,128,130991.9751,73.5342
165,Transpose,Tpose6_fine-grained,16384,256,4194304,10,1088,23,3634,46136,12.69565217,6,2212,1269909,574.0999096,1,790,28440,36,1,12008,120080,10,18644,0,158,158,1193216,256,1261,1,121,31790.214,134337.481,2045213.655,8951.1863,512,758836.3345,107.559
173,Transpose,Tpose6_fine-grained,65536,256,16777216,10,1088,23,16406,186145,11.34615385,6,6310,3622571,574.1,1,1893,68148,36,7,53004,530040,10,77613,0,631,631,19868928,256,5042,1,482,59555.9507,384804.2224,8243296.153,21286.3839,2048,4621671.762,107.848
179,Transpose,Tpose7_diagonal,4096,256,1048576,10,1088,23,1320,30640,23.21212121,6,480,228135,475.28125,1,160,5760,36,7,4760,47600,10,6720,120,40,40,107520,256,316,1,31,10490.0294,23549.4194,509083.2191,1820.8048,128,124768.2422,83.63
161,Transpose,Tpose7_diagonal,16384,256,4194304,10,1088,23,5214,121028,23.21212121,6,1896,1088493,574.0996835,1,632,22752,0,7,18802,188020,10,26544,474,158,158,1698816,256,1261,1,121,28467.3492,115146.3669,2042983.994,7168.7643,512,726353.0263,112.594
169,Transpose,Tpose7_diagonal,65536,256,16777216,10,1088,23,20823,483346,23.21212121,6,7572,4347085,574.0999736,1,2524,90864,0,7,75089,750890,10,106008,1893,631,631,27138048,256,5042,1,482,64245.7315,461765.0456,8279159.352,28258.9023,2048,5141161.276,114.422
528,Vector Addition,vectorAdd,128,16,2048,10,0,13,13,181,13.92307692,7,3,746,248.6666667,0,0,0,0,2,45,450,10,61,1,2,1,2,16,10,0.25,1,3103.429,4.6625,0,0,4,5.2278,63.98408
529,Vector Addition,vectorAdd,128,32,4096,10,0,13,13,181,13.92307692,7,3,813,271,0,0,0,0,2,45,450,10,61,1,2,1,4,32,10,0.25,1,3103.429,10.1625,0,0,4,10.4555,64.23996
521,Vector Addition,vectorAdd,256,16,4096,10,0,13,13,181,13.92307692,7,3,813,271,0,0,0,0,2,45,450,10,61,1,2,1,4,16,20,0.25,1,3103.429,10.1625,0,0,8,10.4555,64.77378
530,Vector Addition,vectorAdd,128,64,8192,10,0,13,13,181,13.92307692,7,3,872,290.6666667,0,0,0,0,2,45,450,10,61,1,2,1,8,64,10,0.5,1,3103.429,21.8,0,0,4,20.9111,65.05376
522,Vector Addition,vectorAdd,256,32,8192,10,0,13,13,181,13.92307692,7,3,872,290.6666667,0,0,0,0,2,45,450,10,61,1,2,1,8,32,20,0.25,1,3103.429,21.8,0,0,8,20.9111,65.18788
514,Vector Addition,vectorAdd,512,16,8192,10,0,13,13,181,13.92307692,7,3,872,290.6666667,0,0,0,0,2,45,450,10,61,1,2,1,8,16,40,0.25,1,3103.429,21.8,0,0,16,20.9111,66.20555
531,Vector Addition,vectorAdd,128,128,16384,10,0,13,13,181,13.92307692,7,3,746,248.6666667,0,0,0,0,2,45,450,10,61,1,2,1,15,128,10,1,2,3103.429,18.65,0,0,4,41.8221,66.52445
523,Vector Addition,vectorAdd,256,64,16384,10,0,13,13,181,13.92307692,7,3,990,330,0,0,0,0,2,45,450,10,61,1,2,1,15,64,20,0.5,2,3103.429,24.75,0,0,8,41.8221,66.85511
515,Vector Addition,vectorAdd,512,32,16384,10,0,13,13,181,13.92307692,7,3,990,330,0,0,0,0,2,45,450,10,61,1,2,1,15,32,40,0.25,2,3103.429,24.75,0,0,16,41.8221,67.16311
507,Vector Addition,vectorAdd,1024,16,16384,10,0,13,13,181,13.92307692,7,3,990,330,0,0,0,0,2,45,450,10,61,1,2,1,15,16,79,0.25,2,3103.429,24.75,0,0,32,41.8221,69.50112
556,Vector Addition,vectorAdd,1280,16,20480,10,0,13,13,181,13.92307692,7,3,1048,349.3333333,0,0,0,0,2,45,450,10,61,1,2,1,19,16,99,0.25,2,3103.429,32.75,0,0,40,52.2777,71.01216
532,Vector Addition,vectorAdd,128,256,32768,10,0,13,26,362,13.92307692,7,6,1879,313.1666667,0,0,0,0,2,90,900,10,122,2,4,2,61,256,10,1,2,3152.2748,93.95,0,0,4,162.6376,69.75338
524,Vector Addition,vectorAdd,256,128,32768,10,0,13,26,362,13.92307692,7,6,1879,313.1666667,0,0,0,0,2,90,900,10,122,2,4,2,61,128,20,1,2,3152.2748,93.95,0,0,8,162.6376,69.96525
516,Vector Addition,vectorAdd,512,64,32768,10,0,13,26,362,13.92307692,7,6,1879,313.1666667,0,0,0,0,2,90,900,10,122,2,4,2,61,64,40,0.5,2,3152.2748,93.95,0,0,16,162.6376,70.43985
508,Vector Addition,vectorAdd,1024,32,32768,10,0,13,26,362,13.92307692,7,6,1879,313.1666667,0,0,0,0,2,90,900,10,122,2,4,2,61,32,79,0.25,2,3152.2748,93.95,0,0,32,162.6376,70.90295
557,Vector Addition,vectorAdd,1280,32,40960,10,0,13,26,362,13.92307692,7,6,1888,314.6666667,0,0,0,0,2,90,900,10,122,2,4,2,76,32,99,0.25,2,3152.2748,118,0,0,40,203.8117,73.14479
549,Vector Addition,vectorAdd,2560,16,40960,10,0,13,26,362,13.92307692,7,6,1888,314.6666667,0,0,0,0,2,90,900,10,122,2,4,2,76,16,197,0.25,2,3152.2748,118,0,0,80,203.8117,76.48405
187,Vector Addition,vectorAdd,196,256,50176,10,0,13,26,362,13.92307692,7,6,1897,316.1666667,0,0,0,0,2,90,900,10,122,2,4,2,93,256,16,1,2,3152.2748,145.2391,0,0,6.125,249.1032,84.697
533,Vector Addition,vectorAdd,128,512,65536,10,0,13,39,543,13.92307692,7,9,2869,318.7777778,0,0,0,0,2,135,1350,10,183,3,6,3,183,512,10,1,3,3201.0893,191.2667,0,0,4,480.4724,75.96102
525,Vector Addition,vectorAdd,256,256,65536,10,0,13,39,543,13.92307692,7,9,2869,318.7777778,0,0,0,0,2,135,1350,10,183,3,6,3,183,256,20,1,3,3201.0893,191.2667,0,0,8,480.4724,76.61978
517,Vector Addition,vectorAdd,512,128,65536,10,0,13,39,543,13.92307692,7,9,2869,318.7777778,0,0,0,0,2,135,1350,10,183,3,6,3,183,128,40,1,3,3201.0893,191.2667,0,0,16,480.4724,76.34964
509,Vector Addition,vectorAdd,1024,64,65536,10,0,13,39,543,13.92307692,7,9,2869,318.7777778,0,0,0,0,2,135,1350,10,183,3,6,3,183,64,79,0.5,3,3201.0893,191.2667,0,0,32,480.4724,76.91284
558,Vector Addition,vectorAdd,1280,64,81920,10,0,13,52,724,13.92307692,7,12,3858,321.5,0,0,0,0,2,180,1800,10,244,4,8,4,305,64,99,0.5,3,3249.8725,321.5,0,0,40,786.7701,80.98334
550,Vector Addition,vectorAdd,2560,32,81920,10,0,13,52,724,13.92307692,7,12,3858,321.5,0,0,0,0,2,180,1800,10,244,4,8,4,305,32,197,0.25,3,3249.8725,321.5,0,0,80,786.7701,79.47178
542,Vector Addition,vectorAdd,5120,16,81920,10,0,13,52,724,13.92307692,7,12,3858,321.5,0,0,0,0,2,180,1800,10,244,4,8,4,305,16,394,0.25,3,3249.8725,321.5,0,0,160,786.7701,79.59915
534,Vector Addition,vectorAdd,128,1024,131072,10,0,13,65,905,13.92307692,7,15,4947,329.8,0,0,0,0,2,225,2250,10,305,5,10,5,610,1024,10,1,5,3298.6245,395.76,0,0,4,1554.2187,96.41658
526,Vector Addition,vectorAdd,256,512,131072,10,0,13,65,905,13.92307692,7,15,4947,329.8,0,0,0,0,2,225,2250,10,305,5,10,5,610,512,20,1,5,3298.6245,395.76,0,0,8,1554.2187,95.27547
518,Vector Addition,vectorAdd,512,256,131072,10,0,13,65,905,13.92307692,7,15,4947,329.8,0,0,0,0,2,225,2250,10,305,5,10,5,610,256,40,1,5,3298.6245,395.76,0,0,16,1554.2187,94.66906
510,Vector Addition,vectorAdd,1024,128,131072,10,0,13,65,905,13.92307692,7,15,4947,329.8,0,0,0,0,2,225,2250,10,305,5,10,5,610,128,79,1,5,3298.6245,395.76,0,0,32,1554.2187,97.6587
559,Vector Addition,vectorAdd,1280,128,163840,10,0,13,91,1267,13.92307692,7,21,7041,335.2857143,0,0,0,0,2,315,3150,10,427,7,14,7,1068,128,99,1,6,3396.035,586.75,0,0,40,2635.1785,98.60184
551,Vector Addition,vectorAdd,2560,64,163840,10,0,13,91,1267,13.92307692,7,21,7041,335.2857143,0,0,0,0,2,315,3150,10,427,7,14,7,1068,64,197,0.5,6,3396.035,586.75,0,0,80,2635.1785,97.11741
543,Vector Addition,vectorAdd,5120,32,163840,10,0,13,91,1267,13.92307692,7,21,7041,335.2857143,0,0,0,0,2,315,3150,10,427,7,14,7,1068,32,394,0.25,6,3396.035,586.75,0,0,160,2635.1785,91.23186
535,Vector Addition,vectorAdd,10240,16,163840,10,0,13,91,1267,13.92307692,7,21,7041,335.2857143,0,0,0,0,2,315,3150,10,427,7,14,7,1068,16,788,0.25,6,3396.035,586.75,0,0,320,2635.1785,86.93273
191,Vector Addition,vectorAdd,391,512,200192,10,0,13,104,1448,13.92307692,7,24,8193,341.375,0,0,0,0,2,360,3600,10,488,8,16,8,1491,512,31,1,7,3444.6935,715.0587,0,0,12.2188,3632.2387,114.808
192,Vector Addition,vectorAdd,782,256,200192,10,0,13,104,1448,13.92307692,7,24,8193,341.375,0,0,0,0,2,360,3600,10,488,8,16,8,1491,256,61,1,7,3444.6935,715.0587,0,0,24.4375,3632.2387,115.481
190,Vector Addition,vectorAdd,196,1024,200704,10,0,13,104,1448,13.92307692,7,24,8195,341.4583333,0,0,0,0,2,360,3600,10,488,8,16,8,1495,1024,16,1,7,3444.6935,717.0625,0,0,6.125,3639.7744,107.531
527,Vector Addition,vectorAdd,256,1024,262144,10,0,13,130,1810,13.92307692,7,30,10554,351.8,0,0,0,0,2,450,4500,10,610,10,20,10,2440,1024,20,1,9,3541.917,938.1333,0,0,8,5780.6798,102.64342
