Sr No.,Benchmark,Kernel Name,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sim,comp_lat_sim,avg_comp_lat,glob_inst_kernel,glob_inst_sim,glob_lat_sim,avg_glob_lat,shar_inst_kernel,shar_inst_sim,shar_lat_sim,avg_shar_lat,misc_inst_kernel,misc_inst_sim,misc_lat_sim,avg_misc_lat,total_inst,branch,glob_load_sim,glob_store_sim,inst_issue_cycles,sm_active,waves,global_Throughput,glb_penalty,wtotal,cache_penalty,sh_throughput,sh_penalty,occupancy,Power
#VALUE!,Matrix Multiplication,MatrixMul_1024,200,1024,204800,27,8192,73,1345824,12157043.52,9.03316,8,65632,32022432,487.908825,64,2099200,75571200,36,6,73056,730560,10,3583712,64,65600,32,11199100,,,79229.44004,424978.2802,7,1786966.071,1618990,845746,1,53.36284
#VALUE!,Matrix Multiplication,MatrixMul_256,256,1024,262144,27,8192,73,84552,84552,1,8,4120,2009064,487.6368932,64,131584,4737024,36,6,5976,59760,10,226232,16,4112,8,904928,,,24923.54933,108551.2874,9,111614.6667,1617869.673,86770,1,55.85302
#VALUE!,Matrix Multiplication,MatrixMul_200,1024,1024,1048576,27,8192,73,49638,455112,9.168620815,8,2418,1178862,487.5359801,64,77184,2778624,36,6,3810,38100,10,133050,12,2412,6,2128800,,,21274.59107,298540.1309,31,76055.6129,1596305.803,62251,1,84.99972
#VALUE!,Transpose,Tpose7,262144,256,67108864,11,1088,23,47943,1938267,40.42857143,6,36528,14410296,394.5,1,13698,493128,36,7,155244,1552440,10,253413,0,18264,18264,259494912,,sh_penalty,66131.97663,92854297.36,1924,958689.131,859895.051,29445,1,86.97116
#VALUE!,Transpose,Tpose6,262144,256,67108864,11,1088,23,23,3219030,139957.8261,6,31962,12609009,394.5,1,11415,410940,36,7,173508,1735080,10,216908,0,15981,15981,222113792,,,62657.73168,85752520.9,1924,838852.9896,757756.7687,29419,1,83.06956
#VALUE!,Transpose,Tpose5,262144,256,67108864,10,1088,21,75339,6239439,82.81818182,6,27396,10782723.37,393.5875081,1,9132,328752,36,7,271677,2716770,10,383544,6849,13698,13968,392749056,,,58609.83816,78578593.84,1924,717353.7379,641875.5036,29393,1,81.51572
23,BinomOpt,BinomOpt,1024,1024,1048576,28,1028,307,314464,3110880,9.892642719,1,32,15616,488,0,8992,323712,36,8,41728,417280,10,365216,96,32,0,5843456,,,15796.27841,5321.117416,31,1007.483871,634282.0133,79129.87507,1,78.66607
24,Transpose,Tpose4,262144,256,67108864,11,1088,26,59358,2917674,49.15384615,6,22830,9006435,394.5,1,6849,246564,36,7,191772,1917720,10,280809,0,11415,11415,287548416,,,53893.5783,71212545.37,1924,599180.7069,510402.1003,29393,1,83.20746
25,Matrix Multiplication,MatrixMul_100,25,1024,25600,27,8192,73,4173,38952,9.334291876,8,203,98877,487.0788177,64,6464,232704,36,6,435,4350,10,11275,2,202,1,4404,,,16203.61708,803.3998787,2,2413.989258,486548.8436,86770,1,41.36891
26,convolutionSeperable,row,18432,128,2359296,30,2560,184,5940,122256,20.58181818,22,648,262368,404.8888889,73,4644,167184,36,5,19260,192600,10,30492,72,360,288,1097712,,,17252.78756,221975.9343,69,17110.95652,366651.6071,365434,1,91.53459
27,Transpose,Tpose3,262144,256,67108864,10,1024,25,57075,2883429,50.52,6,18264,7205148,394.5,1,4566,164376,36,7,187206,1872060,10,267111,0,9132,9132,273521664,,,48398.59507,63438186.74,1924,479344.5655,361238.5943,29367,1,82.99264
22,BinomOpt,BinomOpt,1024,512,524288,28,1028,307,157232,1555440,9.892642719,1,16,7808,488,0,4496,161856,36,8,20864,208640,10,182608,48,16,0,1460864,,,15758.04545,1333.506945,16,488,356360.8449,35210.55778,1,86.32677
23,Merge Sort,mergeElementaryIntervals,32768,128,4194304,15,2072,73,32384,733824,22.66007905,14,1024,4998144,4881,0,3840,138240,36,34,44672,446720,10,81920,768,10752,512,5242880,,,18127.17914,593522.7424,121,330455.8017,309720.0418,118197,1,78.33588
24,Merge Sort,MergeMS_generateSample,4096,512,2097152,17,0,71,13504,331968,24.58293839,11,2816,1159670.519,411.8148148,0,3840,138240,36,13,22080,220800,10,42240,448,4096,2816,1351680,,,22146.58606,667980.0644,61,76043.96843,309720.0418,119033,1,88.52507
25,convolutionSeperable,col,9216,64,589824,31,5184,184,3312,72630,21.92934783,22,648,262368,404.8888889,73,3636,130896,36,5,10710,107100,10,18306,36,180,144,164754,,,17252.78756,55493.98358,18,16398,294867.6296,153595,0.56,90.10955
26,Transpose,Tpose7,65536,256,16777216,11,1088,23,10752,434688,40.42857143,6,8192,3231744,394.5,1,3072,110592,36,7,34816,348160,10,56832,0,4096,4096,14548992,,,32854.60024,10479037.21,482,214555.6183,252922.3856,29445,1,80.31604
27,Transpose,Tpose6,65536,256,16777216,11,1088,23,11776,721920,61.30434783,6,7168,2827776,394.5,1,2560,92160,36,7,32912,329120,10,54416,0,3584,3584,13930496,,,30960.70403,9730043.795,482,187736.166,213694.9257,29419,1,71.91787
28,Transpose,Tpose1,262144,256,67108864,9,1024,24,54792,2582073,47.125,6,9132,3602574,394.5,1,2283,82188,36,9,214602,2146020,10,280809,9132,4566,4566,287548416,,,34536.91387,44449818.58,1924,239672.2827,192004.7344,29367,1,84.64922
29,Transpose,Tpose2,262144,256,67108864,7,0,14,31962,1616364,50.57142857,6,13698,5403861,394.5,1,2283,82188,36,7,105018,1050180,10,152961,0,6849,6849,156632064,,,41996.30986,54831944.56,1924,359508.4241,192004.7344,29367,1,83.35383
21,BinomOpt,BinomOpt,1024,256,262144,28,1028,307,78616,777720,9.892642719,1,8,3904,488,0,2248,80928,36,8,10432,104320,10,91304,24,8,0,365216,,,15738.92128,333.781818,9,216.8888889,189240.38,189240.38,1,96.13019
22,Histogram,histogram64Kernel,4370,64,279680,30,4096,39,9639,158922,16.48739496,5,108,42606,394.5,80,2160,77760,36,8,9864,98640,10,21771,27,9,9,92909,,,15977.60566,4742.169519,9,2525.339355,182266.3216,,0.75,74.58065
23,Transpose,Tpose5,65536,256,16777216,10,1088,21,16896,1399296,82.81818182,6,6144,2423808,394.5,1,2048,73728,36,7,60928,609280,10,86016,0,3072,3072,22020096,,,29000.77464,8903673.68,482,160916.7137,173341.0255,29393,1,72.18398
24,Merge Sort,mergeSortSharedKernel,64,256,16384,19,8192,73,91,4275,46.97802198,75,8,2888,361,0,1536,55296,36,15,277,2770,10,1912,6,4,4,478,,,15738.92128,20.86136363,2,45.125,131828.3386,,1,58.29027
25,Transpose,Tpose4,65536,256,16777216,11,1088,26,13312,654336,49.15384615,6,5120,2019840,394.5,1,1536,55296,36,7,43008,430080,10,62976,0,2560,2560,16121856,,,26972.50972,7977672.962,482,134097.2614,131828.3386,29393,1,74.21721
20,BinomOpt,BinomOpt,1024,128,131072,28,1028,307,39308,388860,9.892642719,1,4,1952,488,0,1124,40464,36,8,5216,52160,10,45652,12,4,0,91304,,,15729.35728,83.49619228,5,97.6,97559.64101,8038.457289,1,101.28853
21,Transpose,Tpose3,65536,256,16777216,10,1024,25,12800,646656,50.52,6,4096,1615872,394.5,1,1024,36864,36,7,41984,419840,10,59904,0,2048,2048,15335424,,,24873.52668,6920702.94,482,107277.8091,89123.58976,29367,1,74.03503
22,FDTD3d,FDTD3d,288,512,147456,120,3840,690,3450,82110,23.8,73,340,156570,460.5,160,800,28800,36,141,12115,121150,10,16705,305,290,50,37586,,,16528.28654,7598.384435,5,8807.0625,70056.70379,4218.03779,0,103.97769
23,Transpose,Tpose7,16384,256,4194304,11,1088,23,2688,108672,40.42857143,6,2048,807936,394.5,1,768,27648,36,7,8704,87040,10,14208,0,1024,1024,909312,,,20453.45752,1052036.612,121,53417.2562,67313.53303,119874.4063,1,69.06133
24,StereoDisparity,StereoDisparity,1340,256,343040,31,4608,141,1551,46959,30.27659574,6,11,3311,301,68,748,26928,36,22,5236,52360,10,7546,77,0,11,39499,,,15746.09344,600.3055446,11,196.9433594,65596.58482,9798.799303,1,85.43234
25,Histogram,mergeHistogram256Kernel,256,256,65536,14,1024,39,238,4266,17.92436975,5,116,45762,394.5,1020,680,24480,36,30,344,3440,10,1378,22,2,2,1378,,,15996.66593,1190.463748,3,1906.75,59744.73762,1868.516406,1,42.96729
26,Histogram,histogram256Kerne,240,192,46080,26,6144,63,1066,13380,12.55159475,5,92,36294,394.5,6,646,23256,36,10,588,5880,10,2392,8,2,2,1682,,,15939.46983,666.2452965,2,1594.951172,56810.55243,1312.573725,0.94,78.04331
27,Transpose,Tpose6,16384,256,4194304,11,1088,23,2944,180480,61.30434783,6,1792,706944,394.5,1,640,23040,36,7,9728,97280,10,15104,0,896,896,966656,,,19879.34083,947117.062,121,46740.09917,56292.18217,119453.6775,1,67.9568
28,Transpose,Tpose1,65536,256,16777216,9,1024,24,12288,579072,47.125,6,2048,807936,394.5,1,512,18432,36,9,48128,481280,10,62976,2048,1024,1024,16121856,,,20453.45752,4208146.447,482,53638.90456,45192.54813,476135.7136,1,72.8434
29,Transpose,Tpose2,65536,256,16777216,7,0,14,7168,362496,50.57142857,6,3072,1211904,394.5,1,512,18432,36,7,23552,235520,10,34304,0,1536,1536,8781824,,,22701.35983,5687179.882,482,80458.35685,45192.54813,476135.7136,1,74.69217
30,Transpose,Tpose5,16384,256,4194304,10,1088,21,4224,349824,82.81818182,6,1536,605952,394.5,1,512,18432,36,7,15232,152320,10,21504,0,768,768,1376256,,,19300.28394,836171.0981,121,40062.94215,45192.54813,119033.9284,1,63.73749
31,Transpose,Tpose4,16384,256,4194304,11,1088,26,3328,163584,49.15384615,6,1280,504960,394.5,1,384,13824,36,7,10752,107520,10,15744,0,640,640,1007616,,,18716.24433,718553.1512,121,33385.78512,34014.07487,118615.1592,1,64.30144
32,Transpose,Tpose3,16384,256,4194304,10,1024,25,3200,161664,50.52,6,1024,403968,394.5,1,256,9216,36,7,10496,104960,10,14976,0,512,512,958464,,,18127.17914,593522.7424,121,26708.6281,22756.2024,118197.3698,1,64.62053
33,Transpose,Tpose7,4096,256,1048576,11,1088,23,672,27168,40.42857143,6,512,201984,394.5,1,192,6912,36,7,2176,21760,10,3552,0,256,256,56832,,,16933.79864,79418.78033,31,13031.22581,17097.31538,29497.21063,1,62.79743
34,NW1,NW1,1,16,16,32,2180,171,173,4083,23.60115607,43,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,0,,,15803.44481,2.840494622,1,0.4299316406,16388.54538,14.39975511,0.5,38.91908
35,NW1,NW1,1,20,20,32,2180,171,173,4083,23.60115607,43,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,0,,,15803.44481,2.840494622,1,0.5374145508,16388.54538,14.39975511,0.5,39.17729
36,NW1,NW1,1,32,32,32,2180,171,173,4083,23.60115607,43,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,1,,,15803.44481,2.840494622,1,0.8598632813,16388.54538,14.39975511,0.5,39.16731
37,NW1,NW1,1,40,40,32,2180,171,173,4083,23.60115607,43,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,1,,,15803.44481,2.840494622,1,1.074829102,16388.54538,14.39975511,1,38.52362
38,NW2,NW2,1,16,16,32,2180,173,173,4083,23.60115607,44,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,0,,,15803.44481,2.840494622,1,0.4299316406,16388.54538,14.39975511,0.5,39.04683
39,NW2,NW2,1,20,20,32,2180,173,173,4083,23.60115607,44,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,0,,,15803.44481,2.840494622,1,0.5374145508,16388.54538,14.39975511,0.5,39.08884
40,NW2,NW2,1,32,32,32,2180,173,173,4083,23.60115607,44,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,1,,,15803.44481,2.840494622,1,0.8598632813,16388.54538,14.39975511,0.5,38.94418
41,NW2,NW2,1,40,40,32,2180,173,173,4083,23.60115607,44,35,14088,402.5142857,92,184,6624,36,64,687,6870,10,1079,21,19,16,1,,,15803.44481,2.840494622,1,1.074829102,16388.54538,14.39975511,1,38.69884
42,Transpose,Tpose1,16384,256,4194304,9,1024,24,3072,144768,47.125,6,512,201984,394.5,1,128,4608,36,9,12032,120320,10,15744,512,128,128,1007616,,,16933.79864,317675.1213,121,13354.31405,11418.36677,117780.5602,1,64.78192
43,Transpose,Tpose2,16384,256,4194304,7,0,14,1792,90624,50.57142857,6,768,302976,394.5,1,128,4608,36,7,5888,58880,10,8576,0,384,384,548864,,,17533.04512,460226.3756,121,20031.47107,11418.36677,117780.5602,1,60.14468
44,Transpose,Tpose6,4096,256,1048576,11,1088,23,1056,87456,82.81818182,6,384,151488,394.5,1,128,4608,36,7,3808,38080,10,5376,0,192,192,86016,,,16632.2445,60644.02346,31,9773.419355,11418.36677,29445.14006,1,58.43638
45,Transpose,Tpose5,4096,256,1048576,10,1088,21,832,40896,49.15384615,6,320,126240,394.5,1,96,3456,36,7,2688,26880,10,3936,0,160,160,62976,,,16480.98229,51000.51118,31,8144.516129,8571.347143,29419.12774,1,58.87936
46,Transpose,Tpose4,4096,256,1048576,11,1088,26,800,40416,50.52,6,256,100992,394.5,1,64,2304,36,7,2624,26240,10,3744,0,128,128,59904,,,16329.39573,41179.1611,31,6515.612903,5719.28543,29393.13073,1,58.39055
47,HeartWall,HearWall,51,512,26112,42,11872,111,3846,92904,24.15600624,734,734,305625.1064,416.3829787,39,39,1404,36,2,3786,37860,10,8405,115,58,36,3349,,,17453.75306,2750.775199,2,7610.781458,3487.598167,731.45234,0.5,69.12805
48,Transpose,Tpose1,4096,256,1048576,9,1024,24,768,36192,47.125,6,128,50496,394.5,1,32,1152,36,9,3008,30080,10,3936,128,32,32,62976,,,16025.24675,20980.35767,31,3257.806452,2862.172697,29367.14903,1,55.98771
49,Transpose,Tpose2,4096,256,1048576,7,0,14,448,22656,50.57142857,6,192,75744,394.5,1,32,1152,36,7,1472,14720,10,2144,0,96,96,34304,,,16177.48411,31174.38468,31,4886.709677,2862.172697,29367.14903,1,55.05136
50,Transpose,Tpose3,4096,256,1048576,10,1024,25,448,22656,50.57142857,6,192,75744,394.5,1,32,1152,36,7,1472,14720,10,2144,0,96,96,34304,,,16177.48411,31174.38468,31,4886.709677,2862.172697,29367.14903,1,59.34556
51,Srad,srad2,64,256,16384,21,5120,10,93,4329,46.5483871,19,25,11775,471,5,25,900,36,54,327,3270,10,470,9,10,1,118,,,15779.55401,65.02389101,2,183.984375,2236.505101,458.7729309,1,48.04304
52,Merge Sort,mergeRanksAndIndices,64,256,16384,14,0,66,80,3447,43.0875,13,44,17886,406.5,10,24,864,36,13,256,2560,10,404,7,33,11,101,,,15824.9397,114.1138301,2,279.46875,2147.104245,458.76025,1,45.68979
53,Srad,srad1,64,256,16384,20,6144,10,161,10863,67.47204969,22,14,5897,421.2142857,4,20,720,36,62,608,6080,10,803,33,9,5,201,,,15753.26488,36.47414579,2,92.140625,1789.451381,458.7095288,1,52.986
54,clock,timedReduction,64,1024,65536,10,0,37,74,3636,49.13513514,8,10,3758,375.8,3,6,216,36,2,294,2940,10,384,16,4,6,384,,,15743.7028,104.2751391,3,156.5833333,537.04322,1834.128136,1,48.04883
55,NN,NN,168,256,43008,9,0,19,,,#DIV/0!,8,38,2738,425.6666667,0,6,216,36,2,126,1260,10,170,2,4,2,112,,,15810.6105,258.9357015,2,663.4414063,537.04322,1203.646589,1,39.48998
56,Particle Filter,likelihood_kernel,2,512,1024,38,4096,564,682,33161,48.62316716,52,61,25467,417.4918033,3,5,180,36,109,2063,20630,10,2811,54,38,23,44,,,15865.5235,9.862411411,1,49.74023438,447.5483894,28.65745985,0.5,41.47893
57,Particle Filter,likelihood_kernel,4,256,1024,38,4096,564,682,33161,48.62316716,52,61,25467,417.4918033,3,5,180,36,109,2063,20630,10,2811,54,38,23,44,,,15865.5235,9.862411411,1,49.74023438,447.5483894,28.65745985,0.75,42.37038
58,Particle Filter,likelihood_kernel,8,128,1024,38,4096,564,682,33161,48.62316716,52,61,25467,417.4918033,3,5,180,36,109,2063,20630,10,2811,54,38,23,44,,,15865.5235,9.862411411,1,49.74023438,447.5483894,28.65745985,0.75,42.98866
59,clock,timedReduction,8,16,128,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,0,,,15731.7484,0.4076342843,1,0.59532706,268.5438818,14.32793767,0.5,39.32944
60,clock,timedReduction,8,32,256,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,1,,,15731.7484,0.4076342843,1,1.19065412,268.5438818,14.32793767,0.5,39.50719
61,clock,timedReduction,8,64,512,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,2,,,15731.7484,0.4076342843,1,2.38130824,268.5438818,14.32793767,1,39.75211
62,clock,timedReduction,16,32,512,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,2,,,15731.7484,0.4076342843,1,2.38130824,268.5438818,14.32793767,0.5,39.34646
63,clock,timedReduction,8,128,1024,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,3,,,15731.7484,0.8152685685,1,4.76261648,268.5438818,28.65587534,1,39.78894
64,clock,timedReduction,16,64,1024,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,3,,,15731.7484,0.8152685685,1,4.76261648,268.5438818,28.65587534,1,39.5882
65,clock,timedReduction,32,32,1024,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,3,,,15731.7484,0.8152685685,1,4.76261648,268.5438818,28.65587534,0.5,39.88253
66,clock,timedReduction,8,256,2048,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,6,,,15731.7484,1.630537137,1,9.525232959,268.5438818,57.31175067,1,40.06233
67,clock,timedReduction,16,128,2048,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,6,,,15731.7484,1.630537137,1,9.525232959,268.5438818,57.31175067,1,39.805
68,clock,timedReduction,32,64,2048,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,6,,,15731.7484,1.630537137,1,9.525232959,268.5438818,57.31175067,1,40.22964
69,clock,timedReduction,16,256,4096,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,12,,,15731.7484,3.261074274,1,19.05046592,268.5438818,114.6235013,1,40.15906
70,clock,timedReduction,32,128,4096,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,12,,,15731.7484,3.261074274,1,19.05046592,268.5438818,114.6235013,1,40.53919
71,clock,timedReduction,128,32,4096,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,12,,,15731.7484,3.261074274,1,19.05046592,268.5438818,114.6235013,0.5,40.8445
72,clock,timedReduction,64,64,4096,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,12,,,15731.7484,3.261074274,1,19.05046592,268.5438818,114.6235013,1,40.36847
73,clock,timedReduction,16,512,8192,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,24,,,15731.7484,6.522148548,1,38.10093184,268.5438818,229.2470027,1,41.83007
74,clock,timedReduction,32,256,8192,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,24,,,15731.7484,6.522148548,1,38.10093184,268.5438818,229.2470027,1,41.76213
75,clock,timedReduction,128,64,8192,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,24,,,15731.7484,6.522148548,1,38.10093184,268.5438818,229.2470027,1,42.00662
76,clock,timedReduction,64,128,8192,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,24,,,15731.7484,6.522148548,1,38.10093184,268.5438818,229.2470027,1,41.71031
77,clock,timedReduction,64,256,16384,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,48,,,15731.7484,13.0442971,2,38.10093184,268.5438818,458.4940054,1,42.71612
78,clock,timedReduction,128,128,16384,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,48,,,15731.7484,13.0442971,2,38.10093184,268.5438818,458.4940054,1,43.02087
79,clock,timedReduction,16,1024,16384,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,48,,,15731.7484,13.0442971,2,38.10093184,268.5438818,458.4940054,1,43.23587
80,clock,timedReduction,32,512,16384,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,48,,,15731.7484,13.0442971,2,38.10093184,268.5438818,458.4940054,1,43.0945
81,clock,timedReduction,32,1024,32768,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,96,,,15731.7484,26.08859419,2,76.20186367,268.5438818,916.9880107,1,45.98412
82,clock,timedReduction,128,256,32768,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,96,,,15731.7484,26.08859419,2,76.20186367,268.5438818,916.9880107,1,45.43625
83,clock,timedReduction,64,512,32768,10,0,37,37,1818,49.13513514,8,5,2438.459638,487.6919275,3,3,108,36,2,147,1470,10,192,8,2,3,96,,,15731.7484,26.08859419,2,76.20186367,268.5438818,916.9880107,1,45.82513
84,Simple HyperQ,SHQ_Sum,1,8,8,9,256,24,24,915,38.125,4,4,1578,394.5,,3,108,36,104,104,1040,10,135,6,1,1,0,,,15729.35728,0.3261570011,1,0.02407836914,268.5438818,14.32793767,0.5,40.53123
85,Simple HyperQ,SHQ_Sum,1,16,16,9,256,24,24,915,38.125,4,4,1578,394.5,,3,108,36,104,104,1040,10,135,6,1,1,0,,,15729.35728,0.3261570011,1,0.04815673828,268.5438818,14.32793767,0.5,40.48279
86,Simple HyperQ,SHQ_Sum,1,32,32,9,256,24,24,915,38.125,4,4,1578,394.5,,3,108,36,104,104,1040,10,135,6,1,1,0,,,15729.35728,0.3261570011,1,0.09631347656,268.5438818,14.32793767,0.5,40.68386
87,Particle Filter,normalize_weights,1,1024,1024,24,16,16,55,6444,117.1636364,18,22,8679,394.5,2,2,72,36,22,167,1670,10,246,9,11,11,4,,,15772.38521,3.577939497,1,16.95117188,179.0342042,28.6550831,1,38.78044
88,Particle Filter,normalize_weights,2,512,1024,24,16,16,55,6444,117.1636364,18,22,8679,394.5,2,2,72,36,22,167,1670,10,246,9,11,11,4,,,15772.38521,3.577939497,1,16.95117188,179.0342042,28.6550831,1,39.24317
89,Particle Filter,normalize_weights,4,256,1024,24,16,16,55,6444,117.1636364,18,22,8679,394.5,2,2,72,36,22,167,1670,10,246,9,11,11,4,,,15772.38521,3.577939497,1,16.95117188,179.0342042,28.6550831,1,39.15171
90,Particle Filter,normalize_weights,8,128,1024,24,16,16,55,6444,117.1636364,18,22,8679,394.5,2,2,72,36,22,167,1670,10,246,9,11,11,4,,,15772.38521,3.577939497,1,16.95117188,179.0342042,28.6550831,1,39.40204
91,Particle Filter,sum_kernel,8,128,1024,32,0,18,36,1569,43.58333333,4,26,10257,394.5,2,2,72,36,6,81,810,10,145,3,13,13,2,,,15781.94345,4.225913001,1,20.03320313,179.0342042,28.6550831,1,38.54109
92,Particle Filter,sum_kernel,1,1024,1024,32,0,18,36,1569,43.58333333,4,26,10257,394.5,2,2,72,36,6,81,810,10,145,3,13,13,2,,,15781.94345,4.225913001,1,20.03320313,179.0342042,28.6550831,1,38.47289
93,Particle Filter,sum_kernel,2,512,1024,32,0,18,36,1569,43.58333333,4,26,10257,394.5,2,2,72,36,6,81,810,10,145,3,13,13,2,,,15781.94345,4.225913001,1,20.03320313,179.0342042,28.6550831,1,38.84725
94,Particle Filter,sum_kernel,4,256,1024,32,0,18,36,1569,43.58333333,4,26,10257,394.5,2,2,72,36,6,81,810,10,145,3,13,13,2,,,15781.94345,4.225913001,1,20.03320313,179.0342042,28.6550831,1,39.12578
1,bfs,BFSv1_1MW,2400,400,960000,20,0,38,1140,70470,61.81578947,18,330,116160,352,0,0,0,0,8,3930,39300,10,5400,150,90,240,79102,,,16504.63838,48082.48336,29,7334.321121,0,0,0.81,46.90612
2,bfs,BFSv1_1MW,3907,256,1000192,20,0,38,1178,72819,61.81578947,18,341,120032,352,0,0,0,0,8,4061,40610,10,5580,155,93,248,85160,,,16530.65092,51697.15867,30,7632.894271,0,0,1,43.49602
3,bfs,BFSv1_1MW,977,1024,1000448,20,0,38,1178,72819,61.81578947,18,341,120032,352,0,0,0,0,8,4061,40610,10,5580,155,93,248,85182,,,16530.65092,51697.15867,30,7634.847917,0,0,1,44.47909
4,bfs,BFSv1_4096,4,1024,4096,20,0,38,38,2349,61.81578947,18,11,3872,352,0,0,0,0,8,131,1310,10,180,5,3,8,11,,,15746.09344,7.167827398,1,30.25,0,0,1,38.5647
5,bfs,BFSv1_4096,16,256,4096,20,0,38,38,2349,61.81578947,18,11,3872,352,0,0,0,0,8,131,1310,10,180,5,3,8,11,,,15746.09344,7.167827398,1,30.25,0,0,1,38.52146
6,bfs,BFSv1_4096,11,400,4400,20,0,38,38,2349,61.81578947,18,11,3872,352,0,0,0,0,8,131,1310,10,180,5,3,8,12,,,15746.09344,8.063805823,1,32.49511719,0,0,0.81,38.41306
8,bfs,BFSv1_65536,64,1024,65536,20,0,38,76,4698,61.81578947,18,22,7744,352,0,0,0,0,8,262,2620,10,360,10,6,16,360,,,15772.38521,228.9881278,3,322.6666667,0,0,1,39.21392
9,bfs,BFSv1_65536,256,256,65536,20,0,38,76,4698,61.81578947,18,22,7744,352,0,0,0,0,8,262,2620,10,360,10,6,16,360,,,15772.38521,228.9881278,3,322.6666667,0,0,1,38.96537
10,bfs,BFSv1_65536,164,400,65600,20,0,38,76,4698,61.81578947,18,22,7744,352,0,0,0,0,8,262,2620,10,360,10,6,16,360,,,15772.38521,230.7770976,3,322.9817708,0,0,0.81,39.18294
11,bfs,BFSv2_1MW,3907,256,1000192,14,0,15,465,39804,85.6,10,496,223497.6,450.6,0,0,0,0,3,1643,16430,10,2604,62,124,31,39742,,,16896.17499,73569.11444,30,14212.32297,0,0,1,43.4866
12,bfs,BFSv2_1MW,1667,600,1000200,14,0,15,465,39804,85.6,10,496,223497.6,450.6,0,0,0,0,3,1643,16430,10,2604,62,124,31,39742,,,16896.17499,73569.11444,30,14212.43665,0,0,0.89,44.90576
13,bfs,BFSv2_1MW,977,1024,1000448,14,0,15,465,39804,85.6,10,496,223497.6,450.6,0,0,0,0,3,1643,16430,10,2604,62,124,31,39752,,,16896.17499,73569.11444,30,14215.96063,0,0,1,44.09589
14,bfs,BFSv2_4096,4,1024,4096,14,0,15,15,1284,85.6,10,16,7209.6,450.6,0,0,0,0,3,53,530,10,84,2,4,1,5,,,15758.04545,10.41802301,1,56.325,0,0,1,38.55135
