Sr No.,Benchmark,Kernel Name,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sim,comp_lat_sim,avg_comp_lat,glob_inst_kernel,glob_inst_sim,glob_lat_sim,avg_glob_lat,shar_inst_kernel,shar_inst_sim,shar_lat_sim,avg_shar_lat,misc_inst_kernel,misc_inst_sim,misc_lat_sim,avg_misc_lat,total_inst,branch,glob_load_sim,glob_store_sim,inst_issue_cycles,sm_active,waves,global_Throughput,glb_penalty,wtotal,cache_penalty,sh_throughput,sh_penalty,occupancy,Power
190,saxpy,Saxpy,512,32,16384,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,13,,,15726.96608,7.828958196,2,19.953125,0,0,0.5,57.89867
191,saxpy,Saxpy,1024,16,16384,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,13,,,15726.96608,7.828958196,2,19.953125,0,0,0.5,61.24246
192,saxpy,Saxpy,1280,16,20480,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,17,,,15726.96608,9.786197745,2,24.94140625,0,0,0.5,61.3157
193,saxpy,Saxpy,128,256,32768,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,27,,,15726.96608,15.65791639,2,39.90625,0,0,1,57.94939
194,saxpy,Saxpy,512,64,32768,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,27,,,15726.96608,15.65791639,2,39.90625,0,0,1,60.20504
195,saxpy,Saxpy,1024,32,32768,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,27,,,15726.96608,15.65791639,2,39.90625,0,0,0.5,59.44232
196,saxpy,Saxpy,1280,32,40960,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,33,,,15726.96608,19.57239549,2,49.8828125,0,0,0.5,58.30286
197,saxpy,Saxpy,2560,16,40960,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,33,,,15726.96608,19.57239549,2,49.8828125,0,0,0.5,61.44533
198,saxpy,Saxpy,128,512,65536,8,0,11,22,1284,58.36363636,3,6,2554,425.6666667,0,0,0,0,39,78,780,10,106,2,4,2,106,,,15734.13944,62.60311113,3,106.4166667,0,0,1,61.50824
199,saxpy,Saxpy,256,256,65536,8,0,11,22,1284,58.36363636,3,6,2554,425.6666667,0,0,0,0,39,78,780,10,106,2,4,2,106,,,15734.13944,62.60311113,3,106.4166667,0,0,1,61.47298
200,saxpy,Saxpy,512,128,65536,8,0,11,22,1284,58.36363636,3,6,2554,425.6666667,0,0,0,0,39,78,780,10,106,2,4,2,106,,,15734.13944,62.60311113,3,106.4166667,0,0,1,61.23081
201,saxpy,Saxpy,1024,64,65536,8,0,11,22,1284,58.36363636,3,6,2554,425.6666667,0,0,0,0,39,78,780,10,106,2,4,2,106,,,15734.13944,62.60311113,3,106.4166667,0,0,1,61.01752
202,saxpy,Saxpy,1280,64,81920,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,199,,,15741.31208,117.3273479,3,199.53125,0,0,1,57.31142
203,saxpy,Saxpy,2560,32,81920,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,199,,,15741.31208,117.3273479,3,199.53125,0,0,0.5,60.47724
204,saxpy,Saxpy,5120,16,81920,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,199,,,15741.31208,117.3273479,3,199.53125,0,0,0.5,61.37465
205,saxpy,Saxpy,200,512,102400,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,248,,,15741.31208,146.6591849,4,187.0605469,0,0,1,62.7659
206,saxpy,Saxpy,400,256,102400,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,248,,,15741.31208,146.6591849,4,187.0605469,0,0,1,63.40793
207,saxpy,Saxpy,800,128,102400,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,248,,,15741.31208,146.6591849,4,187.0605469,0,0,1,62.81528
208,saxpy,Saxpy,1600,64,102400,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,248,,,15741.31208,146.6591849,4,187.0605469,0,0,1,59.82468
209,saxpy,Saxpy,3200,32,102400,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,248,,,15741.31208,146.6591849,4,187.0605469,0,0,0.5,61.05304
210,saxpy,Saxpy,6400,16,102400,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,248,,,15741.31208,146.6591849,4,187.0605469,0,0,0.5,61.29576
211,saxpy,Saxpy,100,1024,102400,8,0,11,33,1926,58.36363636,3,9,3831,425.6666667,0,0,0,0,39,117,1170,10,159,3,6,3,248,,,15741.31208,146.6591849,4,187.0605469,0,0,1,60.42572
212,saxpy,Saxpy,1000,128,128000,8,0,11,44,2568,58.36363636,3,12,5108,425.6666667,0,0,0,0,39,156,1560,10,212,4,8,4,414,,,15748.484,244.3206596,5,249.4140625,0,0,1,62.97415
213,saxpy,Saxpy,128,1024,131072,8,0,11,44,2568,58.36363636,3,12,5108,425.6666667,0,0,0,0,39,156,1560,10,212,4,8,4,424,,,15748.484,250.1843555,5,255.4,0,0,1,62.78026
214,saxpy,Saxpy,256,512,131072,8,0,11,44,2568,58.36363636,3,12,5108,425.6666667,0,0,0,0,39,156,1560,10,212,4,8,4,424,,,15748.484,250.1843555,5,255.4,0,0,1,60.00756
215,saxpy,Saxpy,512,256,131072,8,0,11,44,2568,58.36363636,3,12,5108,425.6666667,0,0,0,0,39,156,1560,10,212,4,8,4,424,,,15748.484,250.1843555,5,255.4,0,0,1,60.98868
216,saxpy,Saxpy,1024,128,131072,8,0,11,44,2568,58.36363636,3,12,5108,425.6666667,0,0,0,0,39,156,1560,10,212,4,8,4,424,,,15748.484,250.1843555,5,255.4,0,0,1,58.55515
217,saxpy,Saxpy,1280,128,163840,8,0,11,55,3210,58.36363636,3,15,6385,425.6666667,0,0,0,0,39,195,1950,10,265,5,10,5,663,,,15755.65521,390.735131,6,332.5520833,0,0,1,58.63407
218,saxpy,Saxpy,2560,64,163840,8,0,11,55,3210,58.36363636,3,15,6385,425.6666667,0,0,0,0,39,195,1950,10,265,5,10,5,663,,,15755.65521,390.735131,6,332.5520833,0,0,1,60.86962
219,saxpy,Saxpy,5120,32,163840,8,0,11,55,3210,58.36363636,3,15,6385,425.6666667,0,0,0,0,39,195,1950,10,265,5,10,5,663,,,15755.65521,390.735131,6,332.5520833,0,0,0.5,61.31802
220,saxpy,Saxpy,10240,16,163840,8,0,11,55,3210,58.36363636,3,15,6385,425.6666667,0,0,0,0,39,195,1950,10,265,5,10,5,663,,,15755.65521,390.735131,6,332.5520833,0,0,0.5,61.26127
221,saxpy,Saxpy,1500,128,192000,8,0,11,66,3852,58.36363636,3,18,7662,425.6666667,0,0,0,0,39,234,2340,10,318,6,12,6,932,,,15762.82569,549.2213244,7,400.844029,0,0,1,62.2075
222,saxpy,Saxpy,1000,256,256000,8,0,11,88,5136,58.36363636,3,24,10216,425.6666667,0,0,0,0,39,312,3120,10,424,8,16,8,1656,,,15777.16449,975.5060874,8,623.5351563,0,0,1,65.05551
223,saxpy,Saxpy,2000,128,256000,8,0,11,88,5136,58.36363636,3,24,10216,425.6666667,0,0,0,0,39,312,3120,10,424,8,16,8,1656,,,15777.16449,975.5060874,8,623.5351563,0,0,1,64.53924
224,saxpy,Saxpy,256,1024,262144,8,0,11,88,5136,58.36363636,3,24,10216,425.6666667,0,0,0,0,39,312,3120,10,424,8,16,8,1696,,,15777.16449,998.9182335,9,567.5555556,0,0,1,63.93204
225,saxpy,Saxpy,512,512,262144,8,0,11,88,5136,58.36363636,3,24,10216,425.6666667,0,0,0,0,39,312,3120,10,424,8,16,8,1696,,,15777.16449,998.9182335,9,567.5555556,0,0,1,64.82812
226,saxpy,Saxpy,1024,256,262144,8,0,11,88,5136,58.36363636,3,24,10216,425.6666667,0,0,0,0,39,312,3120,10,424,8,16,8,1696,,,15777.16449,998.9182335,9,567.5555556,0,0,1,65.63156
227,saxpy,Saxpy,1280,256,327680,8,0,11,110,6420,58.36363636,3,30,12770,425.6666667,0,0,0,0,39,390,3900,10,530,10,20,10,2650,,,15791.50041,1559.392797,10,798.125,0,0,1,62.82876
228,saxpy,Saxpy,2560,128,327680,8,0,11,110,6420,58.36363636,3,30,12770,425.6666667,0,0,0,0,39,390,3900,10,530,10,20,10,2650,,,15791.50041,1559.392797,10,798.125,0,0,1,64.41765
229,saxpy,Saxpy,5120,64,327680,8,0,11,110,6420,58.36363636,3,30,12770,425.6666667,0,0,0,0,39,390,3900,10,530,10,20,10,2650,,,15791.50041,1559.392797,10,798.125,0,0,1,62.97787
230,saxpy,Saxpy,10240,32,327680,8,0,11,110,6420,58.36363636,3,30,12770,425.6666667,0,0,0,0,39,390,3900,10,530,10,20,10,2650,,,15791.50041,1559.392797,10,798.125,0,0,0.5,61.41274
231,saxpy,Saxpy,1500,256,384000,8,0,11,132,7704,58.36363636,3,36,15324,425.6666667,0,0,0,0,39,468,4680,10,636,12,24,12,3727,,,15805.83345,2190.90756,12,935.3027344,0,0,1,66.22778
232,saxpy,Saxpy,1000,512,512000,8,0,11,176,10272,58.36363636,3,48,20432,425.6666667,0,0,0,0,39,624,6240,10,848,16,32,16,6625,,,15834.49091,3887.89765,16,1247.070313,0,0,1,66.49204
233,saxpy,Saxpy,2000,256,512000,8,0,11,176,10272,58.36363636,3,48,20432,425.6666667,0,0,0,0,39,624,6240,10,848,16,32,16,6625,,,15834.49091,3887.89765,16,1247.070313,0,0,1,67.72467
234,saxpy,Saxpy,4000,128,512000,8,0,11,176,10272,58.36363636,3,48,20432,425.6666667,0,0,0,0,39,624,6240,10,848,16,32,16,6625,,,15834.49091,3887.89765,16,1247.070313,0,0,1,66.99398
235,saxpy,Saxpy,512,1024,524288,8,0,11,176,10272,58.36363636,3,48,20432,425.6666667,0,0,0,0,39,624,6240,10,848,16,32,16,6784,,,15834.49091,3981.207194,16,1277,0,0,1,66.0827
236,saxpy,Saxpy,1024,512,524288,8,0,11,176,10272,58.36363636,3,48,20432,425.6666667,0,0,0,0,39,624,6240,10,848,16,32,16,6784,,,15834.49091,3981.207194,16,1277,0,0,1,67.85998
237,saxpy,Saxpy,1280,512,655360,8,0,11,220,12840,58.36363636,3,60,25540,425.6666667,0,0,0,0,39,780,7800,10,1060,20,40,20,10600,,,15863.13686,6209.4029,20,1596.25,0,0,1,68.22029
238,saxpy,Saxpy,2560,256,655360,8,0,11,220,12840,58.36363636,3,60,25540,425.6666667,0,0,0,0,39,780,7800,10,1060,20,40,20,10600,,,15863.13686,6209.4029,20,1596.25,0,0,1,69.27681
239,saxpy,Saxpy,5120,128,655360,8,0,11,220,12840,58.36363636,3,60,25540,425.6666667,0,0,0,0,39,780,7800,10,1060,20,40,20,10600,,,15863.13686,6209.4029,20,1596.25,0,0,1,67.52643
240,saxpy,Saxpy,10240,64,655360,8,0,11,220,12840,58.36363636,3,60,25540,425.6666667,0,0,0,0,39,780,7800,10,1060,20,40,20,10600,,,15863.13686,6209.4029,20,1596.25,0,0,1,63.77346
241,saxpy,Saxpy,1500,512,768000,8,0,11,264,15408,58.36363636,3,72,30648,425.6666667,0,0,0,0,39,936,9360,10,1272,24,48,24,14906,,,15891.7713,8716.239202,23,1951.936141,0,0,1,69.03096
242,saxpy,Saxpy,2000,512,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,1,69.04867
243,saxpy,Saxpy,4000,256,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,1,70.1438
244,saxpy,Saxpy,1000,1024,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,1,67.79309
245,saxpy,Saxpy,4000,256,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,1,70.77377
246,saxpy,Saxpy,8000,128,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,1,68.37978
247,saxpy,Saxpy,16000,64,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,1,63.97694
248,saxpy,Saxpy,32000,32,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,0.5,61.40878
249,saxpy,Saxpy,64000,16,1024000,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,26500,,,15949.0057,15439.92927,30,2660.416667,0,0,0.5,60.91156
250,saxpy,Saxpy,1024,1024,1048576,8,0,11,352,20544,58.36363636,3,96,40864,425.6666667,0,0,0,0,39,1248,12480,10,1696,32,64,32,27136,,,15949.0057,15810.48758,31,2636.387097,0,0,1,68.0157
251,saxpy,Saxpy,1280,1024,1310720,8,0,11,440,25680,58.36363636,3,120,51080,425.6666667,0,0,0,0,39,1560,15600,10,2120,40,80,40,42400,,,16006.19414,24615.62246,39,3274.358974,0,0,1,68.30453
252,saxpy,Saxpy,2560,512,1310720,8,0,11,440,25680,58.36363636,3,120,51080,425.6666667,0,0,0,0,39,1560,15600,10,2120,40,80,40,42400,,,16006.19414,24615.62246,39,3274.358974,0,0,1,69.69237
253,saxpy,Saxpy,5120,256,1310720,8,0,11,440,25680,58.36363636,3,120,51080,425.6666667,0,0,0,0,39,1560,15600,10,2120,40,80,40,42400,,,16006.19414,24615.62246,39,3274.358974,0,0,1,71.0328
254,saxpy,Saxpy,10240,128,1310720,8,0,11,440,25680,58.36363636,3,120,51080,425.6666667,0,0,0,0,39,1560,15600,10,2120,40,80,40,42400,,,16006.19414,24615.62246,39,3274.358974,0,0,1,68.56668
255,saxpy,Saxpy,2560,1024,2621440,8,0,11,880,51360,58.36363636,3,240,102160,425.6666667,0,0,0,0,39,3120,31200,10,4240,80,160,80,169600,,,16291.44832,96738.46651,76,6721.052632,0,0,1,70.38027
256,saxpy,Saxpy,5120,512,2621440,8,0,11,880,51360,58.36363636,3,240,102160,425.6666667,0,0,0,0,39,3120,31200,10,4240,80,160,80,169600,,,16291.44832,96738.46651,76,6721.052632,0,0,1,71.27552
257,saxpy,Saxpy,10240,256,2621440,8,0,11,880,51360,58.36363636,3,240,102160,425.6666667,0,0,0,0,39,3120,31200,10,4240,80,160,80,169600,,,16291.44832,96738.46651,76,6721.052632,0,0,1,72.504
258,saxpy,Saxpy,5120,1024,5242880,8,0,11,1760,102720,58.36363636,3,480,204320,425.6666667,0,0,0,0,39,6240,62400,10,8480,160,320,160,678400,,,16858.53118,373937.6133,151,13531.12583,0,0,1,69.97645
259,saxpy,Saxpy,10240,512,5242880,8,0,11,1760,102720,58.36363636,3,480,204320,425.6666667,0,0,0,0,39,6240,62400,10,8480,160,320,160,678400,,,16858.53118,373937.6133,151,13531.12583,0,0,1,72.84304
260,saxpy,Saxpy,20000,512,10240000,8,0,11,3520,205440,58.36363636,3,960,408640,425.6666667,0,0,0,0,39,12480,124800,10,16960,320,640,320,2650000,,,17979.12254,1369652.604,294,27147.10884,0,0,1,72.33733
261,saxpy,Saxpy,10240,1024,10485760,8,0,11,3520,205440,58.36363636,3,960,408640,425.6666667,0,0,0,0,39,12480,124800,10,16960,320,640,320,2713600,,,17979.12254,1402524.267,301,27152.15947,0,0,1,70.45667
262,saxpy,Saxpyshared,64,32,2048,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,3,,,15726.96608,0.9786197745,1,4.98828125,0,0,0.5,54.20065
263,saxpy,Saxpyshared,128,16,2048,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,3,,,15726.96608,0.9786197745,1,4.98828125,0,0,0.5,56.20682
264,saxpy,Saxpyshared,23,256,5888,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,8,,,15726.96608,2.935859323,1,14.34130859,0,0,1,56.65326
265,saxpy,Saxpyshared,100,64,6400,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,8,,,15726.96608,3.180514267,1,15.58837891,0,0,1,56.35309
266,saxpy,Saxpyshared,256,32,8192,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,11,,,15726.96608,3.914479098,1,19.953125,0,0,0.5,55.72664
267,saxpy,Saxpyshared,512,16,8192,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,11,,,15726.96608,3.914479098,1,19.953125,0,0,0.5,61.0194
268,saxpy,Saxpyshared,10,1024,10240,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,13,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.11397
269,saxpy,Saxpyshared,20,512,10240,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,13,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.28534
270,saxpy,Saxpyshared,40,256,10240,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,13,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.38395
271,saxpy,Saxpyshared,80,128,10240,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,13,,,15726.96608,4.893098872,1,24.94140625,0,0,1,57.80976
272,saxpy,Saxpyshared,160,64,10240,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,13,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.61259
273,saxpy,Saxpyshared,320,32,10240,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,13,,,15726.96608,4.893098872,1,24.94140625,0,0,0.5,59.74486
274,saxpy,Saxpyshared,128,128,16384,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,21,,,15726.96608,7.828958196,2,19.953125,0,0,1,58.83046
275,saxpy,Saxpyshared,256,64,16384,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,21,,,15726.96608,7.828958196,2,19.953125,0,0,1,60.97754
276,saxpy,Saxpyshared,512,32,16384,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,21,,,15726.96608,7.828958196,2,19.953125,0,0,0.5,63.23583
277,saxpy,Saxpyshared,1024,16,16384,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,21,,,15726.96608,7.828958196,2,19.953125,0,0,0.5,65.25113
278,saxpy,Saxpyshared,1280,16,20480,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,26,,,15726.96608,9.786197745,2,24.94140625,0,0,0.5,67.47632
279,saxpy,Saxpyshared,128,256,32768,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,42,,,15726.96608,15.65791639,2,39.90625,0,0,1,69.0134
280,saxpy,Saxpyshared,256,128,32768,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,42,,,15726.96608,15.65791639,2,39.90625,0,0,1,69.74271
281,saxpy,Saxpyshared,512,64,32768,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,42,,,15726.96608,15.65791639,2,39.90625,0,0,1,70.59066
282,saxpy,Saxpyshared,1024,32,32768,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,42,,,15726.96608,15.65791639,2,39.90625,0,0,0.5,68.77982
283,saxpy,Saxpyshared,1280,32,40960,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,53,,,15726.96608,19.57239549,2,49.8828125,0,0,0.5,70.37823
284,saxpy,Saxpyshared,2560,16,40960,8,12,18,18,1032,57.33333333,3,3,1277,425.6666667,0,0,0,0,63,63,630,10,84,1,2,1,53,,,15726.96608,19.57239549,2,49.8828125,0,0,0.5,72.38587
285,saxpy,Saxpyshared,128,512,65536,8,12,18,36,2064,57.33333333,3,6,2554,425.6666667,0,0,0,0,63,126,1260,10,168,2,4,2,168,,,15734.13944,62.60311113,3,106.4166667,0,0,1,79.26295
286,saxpy,Saxpyshared,512,128,65536,8,12,18,36,2064,57.33333333,3,6,2554,425.6666667,0,0,0,0,63,126,1260,10,168,2,4,2,168,,,15734.13944,62.60311113,3,106.4166667,0,0,1,74.11504
287,saxpy,Saxpyshared,1024,64,65536,8,12,18,36,2064,57.33333333,3,6,2554,425.6666667,0,0,0,0,63,126,1260,10,168,2,4,2,168,,,15734.13944,62.60311113,3,106.4166667,0,0,1,77.11026
288,saxpy,Saxpyshared,1280,64,81920,8,12,18,54,3096,57.33333333,3,9,3831,425.6666667,0,0,0,0,63,189,1890,10,252,3,6,3,315,,,15741.31208,117.3273479,3,199.53125,0,0,1,79.97304
289,saxpy,Saxpyshared,2560,32,81920,8,12,18,54,3096,57.33333333,3,9,3831,425.6666667,0,0,0,0,63,189,1890,10,252,3,6,3,315,,,15741.31208,117.3273479,3,199.53125,0,0,0.5,77.81385
290,saxpy,Saxpyshared,5120,16,81920,8,12,18,54,3096,57.33333333,3,9,3831,425.6666667,0,0,0,0,63,189,1890,10,252,3,6,3,315,,,15741.31208,117.3273479,3,199.53125,0,0,0.5,76.24077
291,saxpy,Saxpyshared,400,256,102400,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,525,,,15748.484,195.4565277,4,249.4140625,0,0,1,81.40698
292,saxpy,Saxpyshared,800,128,102400,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,525,,,15748.484,195.4565277,4,249.4140625,0,0,1,88.931
293,saxpy,Saxpyshared,1600,64,102400,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,525,,,15748.484,195.4565277,4,249.4140625,0,0,1,84.21532
294,saxpy,Saxpyshared,3200,32,102400,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,525,,,15748.484,195.4565277,4,249.4140625,0,0,0.5,79.31427
295,saxpy,Saxpyshared,6400,16,102400,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,525,,,15748.484,195.4565277,4,249.4140625,0,0,0.5,77.32358
296,saxpy,Saxpyshared,100,1024,102400,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,525,,,15748.484,195.4565277,4,249.4140625,0,0,1,83.35382
297,saxpy,Saxpyshared,128,1024,131072,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,672,,,15748.484,250.1843555,5,255.4,0,0,1,90.48152
298,saxpy,Saxpyshared,256,512,131072,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,672,,,15748.484,250.1843555,5,255.4,0,0,1,94.13276
299,saxpy,Saxpyshared,512,256,131072,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,672,,,15748.484,250.1843555,5,255.4,0,0,1,93.5692
300,saxpy,Saxpyshared,1024,128,131072,8,12,18,72,4128,57.33333333,3,12,5108,425.6666667,0,0,0,0,63,252,2520,10,336,4,8,4,672,,,15748.484,250.1843555,5,255.4,0,0,1,94.81278
301,saxpy,Saxpyshared,1280,128,163840,8,12,18,90,5160,57.33333333,3,15,6385,425.6666667,0,0,0,0,63,315,3150,10,420,5,10,5,1050,,,15755.65521,390.735131,6,332.5520833,0,0,1,98.11
302,saxpy,Saxpyshared,2560,64,163840,8,12,18,90,5160,57.33333333,3,15,6385,425.6666667,0,0,0,0,63,315,3150,10,420,5,10,5,1050,,,15755.65521,390.735131,6,332.5520833,0,0,1,96.12036
303,saxpy,Saxpyshared,5120,32,163840,8,12,18,90,5160,57.33333333,3,15,6385,425.6666667,0,0,0,0,63,315,3150,10,420,5,10,5,1050,,,15755.65521,390.735131,6,332.5520833,0,0,0.5,89.08717
304,saxpy,Saxpyshared,1500,128,192000,8,12,18,108,6192,57.33333333,3,18,7662,425.6666667,0,0,0,0,63,378,3780,10,504,6,12,6,1477,,,15762.82569,549.2213244,7,400.844029,0,0,1,98.08652
305,saxpy,Saxpyshared,1000,256,256000,8,12,18,144,8256,57.33333333,3,24,10216,425.6666667,0,0,0,0,63,504,5040,10,672,8,16,8,2625,,,15777.16449,975.5060874,8,623.5351563,0,0,1,102.27205
306,saxpy,Saxpyshared,2000,128,256000,8,12,18,144,8256,57.33333333,3,24,10216,425.6666667,0,0,0,0,63,504,5040,10,672,8,16,8,2625,,,15777.16449,975.5060874,8,623.5351563,0,0,1,103.55049
307,saxpy,Saxpyshared,256,1024,262144,8,12,18,144,8256,57.33333333,3,24,10216,425.6666667,0,0,0,0,63,504,5040,10,672,8,16,8,2688,,,15777.16449,998.9182335,9,567.5555556,0,0,1,101.15604
308,saxpy,Saxpyshared,1024,256,262144,8,12,18,144,8256,57.33333333,3,24,10216,425.6666667,0,0,0,0,63,504,5040,10,672,8,16,8,2688,,,15777.16449,998.9182335,9,567.5555556,0,0,1,102.7678
309,saxpy,Saxpyshared,1280,256,327680,8,12,18,180,10320,57.33333333,3,30,12770,425.6666667,0,0,0,0,63,630,6300,10,840,10,20,10,4200,,,15791.50041,1559.392797,10,798.125,0,0,1,105.54165
310,saxpy,Saxpyshared,2560,128,327680,8,12,18,180,10320,57.33333333,3,30,12770,425.6666667,0,0,0,0,63,630,6300,10,840,10,20,10,4200,,,15791.50041,1559.392797,10,798.125,0,0,1,105.52923
311,saxpy,Saxpyshared,5120,64,327680,8,12,18,180,10320,57.33333333,3,30,12770,425.6666667,0,0,0,0,63,630,6300,10,840,10,20,10,4200,,,15791.50041,1559.392797,10,798.125,0,0,1,103.25602
